"name","id","nametype","recclass","mass","fall","year","reclat","reclong","GeoLocation"
"Itapuranga",12057,"Valid","""Iron, IAB-MG""",628000,"Found",null,-15.58333,-50.15,"""(-15.583330, -50.150000)"""
"Jalu",12070,"Valid","L6",150000,"Found",2000,27.95833,21.68333,"""(27.958330, 21.683330)"""
"Jepara",53840,"Valid","""Pallasite, PMG""",499500,"Found",2008,-6.6,110.73333,"""(-6.600000, 110.733330)"""
"Jiddat al Harasis 055",12119,"Valid","L4-5",200000,"Found",2004,19.65167,55.69,"""(19.651670, 55.690000)"""
"Jiddat al Harasis 073",12135,"Valid","L6",550000,"Found",2002,19.7,55.73333,"""(19.700000, 55.733330)"""
"Jiddat al Harasis 091",12150,"Valid","L5",123374,"Found",2002,19.69362,56.65432,"""(19.693620, 56.654320)"""
"Juncal",12211,"Valid","""Iron, IIIAB""",104000,"Found",1866,-26,-69.25,"""(-26.000000, -69.250000)"""
"Karavannoe",56567,"Valid","""Pallasite, PES""",132000,"Found",null,57.78117,47.67967,"""(57.781170, 47.679670)"""
"Kenton County",12280,"Valid","""Iron, IIIAB""",194000,"Found",1889,38.81667,-84.6,"""(38.816670, -84.600000)"""
"Keyes",12287,"Valid","L6",142000,"Found",1939,36.71667,-102.5,"""(36.716670, -102.500000)"""
"Kimble County",12311,"Valid","H6",153800,"Found",1918,30.41667,-99.4,"""(30.416670, -99.400000)"""
"Knowles",12334,"Valid","""Iron, IIIAB""",161000,"Found",1903,36.9,-100.21667,"""(36.900000, -100.216670)"""
"Kokstad",12341,"Valid","""Iron, IIIE""",341000,"Found",1884,-30.55,29.41667,"""(-30.550000, 29.416670)"""
"Korra Korrabes",12347,"Valid","H3",140000,"Found",1996,-25.2,18.08333,"""(-25.200000, 18.083330)"""
"Kouga Mountains",12352,"Valid","""Iron, IIIAB""",1173000,"Found",1903,-33.61667,24,"""(-33.616670, 24.000000)"""
"Krasnojarsk",12356,"Valid","""Pallasite, PMG-an""",700000,"Found",1749,54.9,91.8,"""(54.900000, 91.800000)"""
"La Caille",12393,"Valid","""Iron, ungrouped""",626000,"Found",1828,43.73333,6.78333,"""(43.733330, 6.783330)"""
"Lake Murray",12446,"Valid","""Iron, IIAB""",270000,"Found",1933,34.1,-97,"""(34.100000, -97.000000)"""
"Lenarto",12763,"Valid","""Iron, IIIAB""",108500,"Found",1814,49,21,"""(49.000000, 21.000000)"""
"Lewis Cliff 85320",12790,"Valid","H5",110224,"Found",1985,-84.26223,161.41628,"""(-84.262230, 161.416280)"""
"Liangcheng",14645,"Valid","""Iron, IIIAB""",200000,"Found",1959,40.5,112.5,"""(40.500000, 112.500000)"""
"Long Island",14694,"Valid","L6",564000,"Found",1891,39.93333,-99.6,"""(39.933330, -99.600000)"""
"Longchang",14695,"Valid","""Iron, IVA-an""",158500,"Found",1781,29.3,105.3,"""(29.300000, 105.300000)"""
"Longtian",14696,"Valid","""Iron, IIIAB""",350000,"Found",1991,27.35,108.5,"""(27.350000, 108.500000)"""
"Los Sauces",14710,"Valid","Iron",997000,"Found",1937,-29.41667,-66.85,"""(-29.416670, -66.850000)"""
"Lutschaunig's Stone",14762,"Valid","L6",100000,"Found",1861,-27,-70,"""(-27.000000, -70.000000)"""
"Quinn Canyon",22364,"Valid","""Iron, IIIAB""",1450000,"Found",1908,38.08333,-115.53333,"""(38.083330, -115.533330)"""
"Rateldraai",22397,"Valid","""Iron, IIIAB""",549000,"Found",1909,-28.83333,21.13333,"""(-28.833330, 21.133330)"""
"Red River",22548,"Valid","""Iron, IIIAB""",800000,"Found",1808,32,-95,"""(32.000000, -95.000000)"""
"Retuerta del Bullaque",56577,"Valid","""Iron, IAB-MG""",100000,"Found",1980,39.45889,-4.3775,"""(39.458890, -4.377500)"""
"Rifle",22605,"Valid","""Iron, IAB-MG""",102700,"Found",1948,38.51667,-107.83333,"""(38.516670, -107.833330)"""
"Rio Limay",22609,"Valid","L5",280000,"Found",1995,-39.85,-69.48333,"""(-39.850000, -69.483330)"""
"Sacramento Mountains",22794,"Valid","""Iron, IIIAB""",237200,"Found",1890,32.91667,-104.66667,"""(32.916670, -104.666670)"""
"Sahara 02500",22809,"Valid","L3",410850,"Found",2001,null,null,null
"Saint-Aubin",23096,"Valid","""Iron, IIIAB""",472000,"Found",1968,48.48333,3.58333,"""(48.483330, 3.583330)"""
"Sanclerlandia",23132,"Valid","""Iron, IIIAB""",279000,"Found",1971,-16.21667,-50.3,"""(-16.216670, -50.300000)"""
"Santa Apolonia",23160,"Valid","""Iron, IIIAB""",1316000,"Found",1872,19.21667,-98.3,"""(19.216670, -98.300000)"""
"Santa Catharina",23162,"Valid","""Iron, IAB-ung""",7000000,"Found",1875,-26.21667,-48.6,"""(-26.216670, -48.600000)"""
"Santa Luzia",23166,"Valid","""Iron, IIAB""",1918000,"Found",1921,-16.26667,-47.95,"""(-16.266670, -47.950000)"""
"Santa Rosa",23167,"Valid","""Iron, IC""",825000,"Found",1810,5.91667,-73,"""(5.916670, -73.000000)"""
"Santiago Papasquiero",23169,"Valid","""Iron, ungrouped""",119500,"Found",1958,24.5,-106,"""(24.500000, -106.000000)"""
"São Julião de Moreira",23172,"Valid","""Iron, IIAB""",162000,"Found",1883,41.76611,-8.58361,"""(41.766110, -8.583610)"""
"Sardis",23177,"Valid","""Iron, IAB complex""",800000,"Found",1940,32.94889,-81.865,"""(32.948890, -81.865000)"""
"Sayh al Uhaymir 001",23193,"Valid","L5",450000,"Found",2000,20.51667,56.66667,"""(20.516670, 56.666670)"""
"Scurry",23468,"Valid","H5",118000,"Found",1937,32.5,-101,"""(32.500000, -101.000000)"""
"Seeläsgen",23474,"Valid","""Iron, IAB-MG""",102000,"Found",1847,52.26667,15.55,"""(52.266670, 15.550000)"""
"Selma",23486,"Valid","H4",140600,"Found",1906,32.4,-87,"""(32.400000, -87.000000)"""
"Seymchan",23510,"Valid","""Pallasite, PMG""",323300,"Found",1967,62.9,152.43333,"""(62.900000, 152.433330)"""
"Shangdu",23523,"Valid","""Iron, IIIAB""",247000,"Found",1957,42.5,114,"""(42.500000, 114.000000)"""
"South Dahna",23677,"Valid","""Iron, IAB complex""",275000,"Found",1957,22.56667,48.3,"""(22.566670, 48.300000)"""
"Ssyromolotovo",23694,"Valid","""Iron, IIIAB""",217000,"Found",1873,58.61667,98.93333,"""(58.616670, 98.933330)"""
"St. Genevieve County",23086,"Valid","""Iron, IIIF""",244500,"Found",1888,37.96667,-90.31667,"""(37.966670, -90.316670)"""
"Tafassasset",23779,"Valid","CR-an",114000,"Found",2000,20.76333,10.44167,"""(20.763330, 10.441670)"""
"Tamarugal",23794,"Valid","""Iron, IIIAB""",320000,"Found",1903,-20.8,-69.66667,"""(-20.800000, -69.666670)"""
"Tambo Quemado",23797,"Valid","""Iron, IIIAB""",141000,"Found",1950,-14.66667,-74.5,"""(-14.666670, -74.500000)"""
"Tamentit",23798,"Valid","""Iron, IIIAB""",510000,"Found",1864,27.71667,-0.25,"""(27.716670, -0.250000)"""
"Tamir-Tsetserleg",23799,"Valid","Stone-uncl",173000,"Found",1956,47.45,101.47917,"""(47.450000, 101.479170)"""
"Tanokami Mountain",23872,"Valid","""Iron, IIIE""",174000,"Found",1885,34.91667,135.96667,"""(34.916670, 135.966670)"""
"Tianlin",23983,"Valid","""Iron, IAB complex""",300000,"Found",1956,24.3,106.1,"""(24.300000, 106.100000)"""
"Tiberrhamine",23985,"Valid","L6",107000,"Found",1967,28.11667,0.53333,"""(28.116670, 0.533330)"""
"Tishomingo",24010,"Valid","""Iron, ungrouped""",260000,"Found",1965,34.25,-96.68333,"""(34.250000, -96.683330)"""
"Toluca",24018,"Valid","""Iron, IAB-sLL""",3000000,"Found",1776,19.56667,-99.56667,"""(19.566670, -99.566670)"""
"Travis County (a)",24040,"Valid","H5",175400,"Found",1889,30.3,-97.7,"""(30.300000, -97.700000)"""
"Trenton",24045,"Valid","""Iron, IIIAB""",505000,"Found",1858,43.36667,-88.13333,"""(43.366670, -88.133330)"""
"Tres Castillos",24047,"Valid","""Iron, ungrouped""",150000,"Found",1992,29.47,-105.8,"""(29.470000, -105.800000)"""
"Tres Estacas",24048,"Valid","OC",150000,"Found",1968,null,null,null
"Tsarev",24058,"Valid","L5",1225300,"Found",1968,48.7,45.7,"""(48.700000, 45.700000)"""
"Tucson",24061,"Valid","""Iron, ungrouped""",975000,"Found",1850,31.85,-110.96667,"""(31.850000, -110.966670)"""
"Uegit",24105,"Valid","""Iron, IIIAB""",252000,"Found",1921,3.81667,43.33333,"""(3.816670, 43.333330)"""
"Vaca Muerta",24142,"Valid","Mesosiderite-A1",3828000,"Found",1861,-25.75,-70.5,"""(-25.750000, -70.500000)"""
"Wabar",24194,"Valid","""Iron, IIIAB""",2550000,"Found",1863,21.49972,50.47222,"""(21.499720, 50.472220)"""
"Wallapai",24206,"Valid","""Iron, IID""",430000,"Found",1927,35.8,-113.7,"""(35.800000, -113.700000)"""
"Wichita County",24257,"Valid","""Iron, IAB-MG""",145000,"Found",1836,34.06667,-98.91667,"""(34.066670, -98.916670)"""
"Wildara",24265,"Valid","H5",500000,"Found",1968,-28.23333,120.85,"""(-28.233330, 120.850000)"""
"Willamette",24269,"Valid","""Iron, IIIAB""",15500000,"Found",1902,45.36667,-122.58333,"""(45.366670, -122.583330)"""
"Wolf Creek",24326,"Valid","""Iron, IIIAB""",760000,"Found",1947,-19.3,127.76667,"""(-19.300000, 127.766670)"""
"Xifu",54608,"Valid","""Iron, IAB complex""",3000000,"Found",2004,36.3,120.48333,"""(36.300000, 120.483330)"""
"Yanhuitlan",30349,"Valid","""Iron, IVA""",421000,"Found",1825,17.53333,-97.35,"""(17.533330, -97.350000)"""
"Yenberrie",30361,"Valid","""Iron, IAB-MG""",132000,"Found",1918,-14.25,132.01667,"""(-14.250000, 132.016670)"""
"Yingde",30363,"Valid","""Iron, IVA""",3000000,"Found",1964,24.2,113.4,"""(24.200000, 113.400000)"""
"Youanmi",30373,"Valid","""Iron, IIIAB""",118400,"Found",1917,-29.5,118.75,"""(-29.500000, 118.750000)"""
"Youndegin",30374,"Valid","""Iron, IAB-MG""",3800000,"Found",1884,-32.1,117.71667,"""(-32.100000, 117.716670)"""
"Youxi",55793,"Valid","Mesosiderite-C",218000,"Found",2006,26.06,118.01,"""(26.060000, 118.010000)"""
"Ysleta",30375,"Valid","""Iron, ungrouped""",140700,"Found",1914,31.65,-106.18333,"""(31.650000, -106.183330)"""
"Zacatecas (1792)",30381,"Valid","""Iron, ungrouped""",1000000,"Found",1792,22.81667,-102.56667,"""(22.816670, -102.566670)"""
"Zaragoza",48916,"Valid","""Iron, IVA-an""",162000,"Found",null,41.65,-0.86667,"""(41.650000, -0.866670)"""
"Zerhamra",30403,"Valid","""Iron, IIIAB-an""",630000,"Found",1967,29.85861,-2.645,"""(29.858610, -2.645000)"""
"Zhaoping",54609,"Valid","""Iron, IAB complex""",2000000,"Found",1983,24.23333,111.18333,"""(24.233330, 111.183330)"""
"Zhigansk",30405,"Valid","""Iron, IIIAB""",900000,"Found",1966,68,128.3,"""(68.000000, 128.300000)"""
"Zhongxiang",30406,"Valid","Iron",100000,"Found",1981,31.2,112.5,"""(31.200000, 112.500000)"""
"Madoc",15381,"Valid","""Iron, IIIAB""",168000,"Found",1854,44.5,-77.46667,"""(44.500000, -77.466670)"""
"Magura",15388,"Valid","""Iron, IAB-MG""",150000,"Found",1840,49.33333,19.48333,"""(49.333330, 19.483330)"""
"Manlai",15407,"Valid","""Iron, ungrouped""",166800,"Found",1954,44.33333,106.5,"""(44.333330, 106.500000)"""
"Mbosi",15456,"Valid","""Iron, ungrouped""",16000000,"Found",1930,-9.11667,33.06667,"""(-9.116670, 33.066670)"""
"McKinney",15463,"Valid","L4",150000,"Found",1870,33.18333,-96.71667,"""(33.183330, -96.716670)"""
"Miles",16641,"Valid","""Iron, IIE""",265000,"Found",1992,-27.83333,150.33333,"""(-27.833330, 150.333330)"""
"Molong",16716,"Valid","""Pallasite, PMG""",104000,"Found",1912,-33.28333,148.88333,"""(-33.283330, 148.883330)"""
"Mont Dieu",16722,"Valid","""Iron, ungrouped""",360000,"Found",1994,49.55,4.86667,"""(49.550000, 4.866670)"""
"Morasko",16741,"Valid","""Iron, IAB-MG""",290000,"Found",1914,52.46667,16.9,"""(52.466670, 16.900000)"""
"Morito",16745,"Valid","""Iron, IIIAB""",10100000,"Found",1600,27.05,-105.43333,"""(27.050000, -105.433330)"""
"Morland",16746,"Valid","H6",295000,"Found",1890,39.33333,-100.06667,"""(39.333330, -100.066670)"""
"Moshesh",16756,"Valid","H",200000,"Found",null,-30.1,28.71667,"""(-30.100000, 28.716670)"""
"Mount Dooling",16771,"Valid","""Iron, IC""",734000,"Found",1909,-29.45,119.71667,"""(-29.450000, 119.716670)"""
"Mount Edith",16773,"Valid","""Iron, IIIAB""",326000,"Found",1913,-22.5,116.16667,"""(-22.500000, 116.166670)"""
"Mount Joy",16779,"Valid","""Iron, IIAB""",384000,"Found",1887,39.78333,-77.21667,"""(39.783330, -77.216670)"""
"Mount Padbury",16785,"Valid","Mesosiderite-A1",272000,"Found",1964,-25.66667,118.1,"""(-25.666670, 118.100000)"""
"Mount Vernon",16806,"Valid","""Pallasite, PMG""",159000,"Found",1868,36.93333,-87.4,"""(36.933330, -87.400000)"""
"Mundrabilla",16852,"Valid","""Iron, IAB-ung""",24000000,"Found",1911,-30.78333,127.55,"""(-30.783330, 127.550000)"""
"Muonionalusta",16873,"Valid","""Iron, IVA""",230000,"Found",1906,67.8,23.1,"""(67.800000, 23.100000)"""
"Murnpeowie",16878,"Valid","""Iron, IC""",1143000,"Found",1909,-29.58333,139.9,"""(-29.583330, 139.900000)"""
"Nantan",16906,"Valid","""Iron, IAB-MG""",9500000,"Found",1958,25.1,107.7,"""(25.100000, 107.700000)"""
"Navajo",16926,"Valid","""Iron, IIAB""",2184000,"Found",1921,35.33333,-109.5,"""(35.333330, -109.500000)"""
"Netschaëvo",16949,"Valid","""Iron, IIE-an""",250000,"Found",1846,54.23333,35.15,"""(54.233330, 35.150000)"""
"North Chile",17001,"Valid","""Iron, IIAB""",300000,"Found",1875,-23,-69,"""(-23.000000, -69.000000)"""
"Northwest Africa 1172",17130,"Valid","H5",120000,"Found",2000,null,null,null
"Northwest Africa 1430",17235,"Valid","""Iron, IIIAB""",113000,"Found",2001,null,null,null
"Northwest Africa 2239",17634,"Valid","L3-6",100000,"Found",2002,null,null,null
"Northwest Africa 2924",33374,"Valid","Mesosiderite",180000,"Found",2005,null,null,null
"Northwest Africa 2965",33415,"Valid","EL6/7",100000,"Found",2005,null,null,null
"Northwest Africa 4037",34309,"Valid","L4-6",300000,"Found",2005,null,null,null
"Northwest Africa 4502",45481,"Valid","CV3",100000,"Found",2005,0,0,"""(0.000000, 0.000000)"""
"Northwest Africa 4528",44961,"Valid","H5",239976,"Found",2006,null,null,null
"Northwest Africa 4544",45508,"Valid","E",200000,"Found",2006,null,null,null
"Northwest Africa 4561",45516,"Valid","E",200000,"Found",2006,null,null,null
"Northwest Africa 5940",50826,"Valid","H5-6",151000,"Found",2009,0,0,"""(0.000000, 0.000000)"""
"Northwest Africa 6947",54510,"Valid","H5",115777,"Found",2011,0,0,"""(0.000000, 0.000000)"""
"Northwest Africa 869",31890,"Valid","L4-6",2000000,"Found",2000,null,null,null
"Nova Petropolis",17928,"Valid","""Iron, IIIAB""",305000,"Found",1967,-29.43333,-50.91667,"""(-29.433330, -50.916670)"""
"Oakley (iron)",17972,"Valid","""Iron, IIIF""",111000,"Found",1926,42.33333,-113.7,"""(42.333330, -113.700000)"""
"Odessa (iron)",17985,"Valid","""Iron, IAB-MG""",1600000,"Found",1922,31.71667,-102.4,"""(31.716670, -102.400000)"""
"Old Woman",18007,"Valid","""Iron, IIAB""",2753000,"Found",1976,34.46667,-115.23333,"""(34.466670, -115.233330)"""
"Orange River (iron)",18023,"Valid","""Iron, IIIAB""",148800,"Found",1855,-30,25,"""(-30.000000, 25.000000)"""
"Owasco",18060,"Valid","L6",168400,"Found",1984,41.2,-103.68333,"""(41.200000, -103.683330)"""
"Owens Valley",18061,"Valid","""Iron, IIIAB""",192800,"Found",1913,37.46667,-118,"""(37.466670, -118.000000)"""
"Ozona",18066,"Valid","H6",127500,"Found",1929,30.73333,-101.3,"""(30.733330, -101.300000)"""
"Pallasovka",34061,"Valid","""Pallasite, PMG""",198000,"Found",1990,49.86667,46.61167,"""(49.866670, 46.611670)"""
"Paneth's Iron",18095,"Valid","""Iron, IIIE""",150000,"Found",1873,null,null,null
"Para de Minas",18099,"Valid","""Iron, IVA""",116300,"Found",1934,-19.86667,-44.61667,"""(-19.866670, -44.616670)"""
"Patos de Minas (octahedrite)",18114,"Valid","""Iron, IAB complex""",200000,"Found",1925,-18.58333,-46.53333,"""(-18.583330, -46.533330)"""
"Pei Xian",18784,"Valid","Iron",400000,"Found",1917,34.7,117,"""(34.700000, 117.000000)"""
"Pierceville (iron)",18819,"Valid","""Iron, IIIAB""",100000,"Found",1917,37.86667,-100.66667,"""(37.866670, -100.666670)"""
"Plainview (1917)",18841,"Valid","H5",700000,"Found",1917,34.11667,-101.78333,"""(34.116670, -101.783330)"""
"Porto Alegre",52091,"Valid","""Iron, IIIE""",200000,"Found",2005,-30.03306,-51.23,"""(-30.033060, -51.230000)"""
"Potter",18878,"Valid","L6",261000,"Found",1941,41.23333,-103.3,"""(41.233330, -103.300000)"""
"Prambanan",18884,"Valid","""Iron, ungrouped""",500000,"Found",1797,-7.56667,110.83333,"""(-7.566670, 110.833330)"""
"Qijiaojing",54610,"Valid","""Iron, ungrouped""",160000,"Found",2003,43.75,92.91667,"""(43.750000, 92.916670)"""
"Quinn Canyon",22364,"Valid","""Iron, IIIAB""",1450000,"Found",1908,38.08333,-115.53333,"""(38.083330, -115.533330)"""
"Rateldraai",22397,"Valid","""Iron, IIIAB""",549000,"Found",1909,-28.83333,21.13333,"""(-28.833330, 21.133330)"""
"Red River",22548,"Valid","""Iron, IIIAB""",800000,"Found",1808,32,-95,"""(32.000000, -95.000000)"""
"Retuerta del Bullaque",56577,"Valid","""Iron, IAB-MG""",100000,"Found",1980,39.45889,-4.3775,"""(39.458890, -4.377500)"""
"Rifle",22605,"Valid","""Iron, IAB-MG""",102700,"Found",1948,38.51667,-107.83333,"""(38.516670, -107.833330)"""
"Rio Limay",22609,"Valid","L5",280000,"Found",1995,-39.85,-69.48333,"""(-39.850000, -69.483330)"""
"Sacramento Mountains",22794,"Valid","""Iron, IIIAB""",237200,"Found",1890,32.91667,-104.66667,"""(32.916670, -104.666670)"""
"Sahara 02500",22809,"Valid","L3",410850,"Found",2001,null,null,null
"Saint-Aubin",23096,"Valid","""Iron, IIIAB""",472000,"Found",1968,48.48333,3.58333,"""(48.483330, 3.583330)"""
"Sanclerlandia",23132,"Valid","""Iron, IIIAB""",279000,"Found",1971,-16.21667,-50.3,"""(-16.216670, -50.300000)"""
"Santa Apolonia",23160,"Valid","""Iron, IIIAB""",1316000,"Found",1872,19.21667,-98.3,"""(19.216670, -98.300000)"""
"Santa Catharina",23162,"Valid","""Iron, IAB-ung""",7000000,"Found",1875,-26.21667,-48.6,"""(-26.216670, -48.600000)"""
"Santa Luzia",23166,"Valid","""Iron, IIAB""",1918000,"Found",1921,-16.26667,-47.95,"""(-16.266670, -47.950000)"""
"Santa Rosa",23167,"Valid","""Iron, IC""",825000,"Found",1810,5.91667,-73,"""(5.916670, -73.000000)"""
"Santiago Papasquiero",23169,"Valid","""Iron, ungrouped""",119500,"Found",1958,24.5,-106,"""(24.500000, -106.000000)"""
"São Julião de Moreira",23172,"Valid","""Iron, IIAB""",162000,"Found",1883,41.76611,-8.58361,"""(41.766110, -8.583610)"""
"Sardis",23177,"Valid","""Iron, IAB complex""",800000,"Found",1940,32.94889,-81.865,"""(32.948890, -81.865000)"""
"Sayh al Uhaymir 001",23193,"Valid","L5",450000,"Found",2000,20.51667,56.66667,"""(20.516670, 56.666670)"""
"Scurry",23468,"Valid","H5",118000,"Found",1937,32.5,-101,"""(32.500000, -101.000000)"""
"Seeläsgen",23474,"Valid","""Iron, IAB-MG""",102000,"Found",1847,52.26667,15.55,"""(52.266670, 15.550000)"""
"Selma",23486,"Valid","H4",140600,"Found",1906,32.4,-87,"""(32.400000, -87.000000)"""
"Seymchan",23510,"Valid","""Pallasite, PMG""",323300,"Found",1967,62.9,152.43333,"""(62.900000, 152.433330)"""
"Shangdu",23523,"Valid","""Iron, IIIAB""",247000,"Found",1957,42.5,114,"""(42.500000, 114.000000)"""
"South Dahna",23677,"Valid","""Iron, IAB complex""",275000,"Found",1957,22.56667,48.3,"""(22.566670, 48.300000)"""
"Ssyromolotovo",23694,"Valid","""Iron, IIIAB""",217000,"Found",1873,58.61667,98.93333,"""(58.616670, 98.933330)"""
"St. Genevieve County",23086,"Valid","""Iron, IIIF""",244500,"Found",1888,37.96667,-90.31667,"""(37.966670, -90.316670)"""
"Tafassasset",23779,"Valid","CR-an",114000,"Found",2000,20.76333,10.44167,"""(20.763330, 10.441670)"""
"Tamarugal",23794,"Valid","""Iron, IIIAB""",320000,"Found",1903,-20.8,-69.66667,"""(-20.800000, -69.666670)"""
"Tambo Quemado",23797,"Valid","""Iron, IIIAB""",141000,"Found",1950,-14.66667,-74.5,"""(-14.666670, -74.500000)"""
"Tamentit",23798,"Valid","""Iron, IIIAB""",510000,"Found",1864,27.71667,-0.25,"""(27.716670, -0.250000)"""
"Tamir-Tsetserleg",23799,"Valid","Stone-uncl",173000,"Found",1956,47.45,101.47917,"""(47.450000, 101.479170)"""
"Tanokami Mountain",23872,"Valid","""Iron, IIIE""",174000,"Found",1885,34.91667,135.96667,"""(34.916670, 135.966670)"""
"Tianlin",23983,"Valid","""Iron, IAB complex""",300000,"Found",1956,24.3,106.1,"""(24.300000, 106.100000)"""
"Tiberrhamine",23985,"Valid","L6",107000,"Found",1967,28.11667,0.53333,"""(28.116670, 0.533330)"""
"Tishomingo",24010,"Valid","""Iron, ungrouped""",260000,"Found",1965,34.25,-96.68333,"""(34.250000, -96.683330)"""
"Toluca",24018,"Valid","""Iron, IAB-sLL""",3000000,"Found",1776,19.56667,-99.56667,"""(19.566670, -99.566670)"""
"Travis County (a)",24040,"Valid","H5",175400,"Found",1889,30.3,-97.7,"""(30.300000, -97.700000)"""
"Trenton",24045,"Valid","""Iron, IIIAB""",505000,"Found",1858,43.36667,-88.13333,"""(43.366670, -88.133330)"""
"Tres Castillos",24047,"Valid","""Iron, ungrouped""",150000,"Found",1992,29.47,-105.8,"""(29.470000, -105.800000)"""
"Tres Estacas",24048,"Valid","OC",150000,"Found",1968,null,null,null
"Tsarev",24058,"Valid","L5",1225300,"Found",1968,48.7,45.7,"""(48.700000, 45.700000)"""
"Tucson",24061,"Valid","""Iron, ungrouped""",975000,"Found",1850,31.85,-110.96667,"""(31.850000, -110.966670)"""
"Uegit",24105,"Valid","""Iron, IIIAB""",252000,"Found",1921,3.81667,43.33333,"""(3.816670, 43.333330)"""
"Vaca Muerta",24142,"Valid","Mesosiderite-A1",3828000,"Found",1861,-25.75,-70.5,"""(-25.750000, -70.500000)"""
"Wabar",24194,"Valid","""Iron, IIIAB""",2550000,"Found",1863,21.49972,50.47222,"""(21.499720, 50.472220)"""
"Wallapai",24206,"Valid","""Iron, IID""",430000,"Found",1927,35.8,-113.7,"""(35.800000, -113.700000)"""
"Wichita County",24257,"Valid","""Iron, IAB-MG""",145000,"Found",1836,34.06667,-98.91667,"""(34.066670, -98.916670)"""
"Wildara",24265,"Valid","H5",500000,"Found",1968,-28.23333,120.85,"""(-28.233330, 120.850000)"""
"Willamette",24269,"Valid","""Iron, IIIAB""",15500000,"Found",1902,45.36667,-122.58333,"""(45.366670, -122.583330)"""
"Wolf Creek",24326,"Valid","""Iron, IIIAB""",760000,"Found",1947,-19.3,127.76667,"""(-19.300000, 127.766670)"""
"Xifu",54608,"Valid","""Iron, IAB complex""",3000000,"Found",2004,36.3,120.48333,"""(36.300000, 120.483330)"""
"Yanhuitlan",30349,"Valid","""Iron, IVA""",421000,"Found",1825,17.53333,-97.35,"""(17.533330, -97.350000)"""
"Yenberrie",30361,"Valid","""Iron, IAB-MG""",132000,"Found",1918,-14.25,132.01667,"""(-14.250000, 132.016670)"""
"Yingde",30363,"Valid","""Iron, IVA""",3000000,"Found",1964,24.2,113.4,"""(24.200000, 113.400000)"""
"Youanmi",30373,"Valid","""Iron, IIIAB""",118400,"Found",1917,-29.5,118.75,"""(-29.500000, 118.750000)"""
"Youndegin",30374,"Valid","""Iron, IAB-MG""",3800000,"Found",1884,-32.1,117.71667,"""(-32.100000, 117.716670)"""
"Youxi",55793,"Valid","Mesosiderite-C",218000,"Found",2006,26.06,118.01,"""(26.060000, 118.010000)"""
"Ysleta",30375,"Valid","""Iron, ungrouped""",140700,"Found",1914,31.65,-106.18333,"""(31.650000, -106.183330)"""
"Zacatecas (1792)",30381,"Valid","""Iron, ungrouped""",1000000,"Found",1792,22.81667,-102.56667,"""(22.816670, -102.566670)"""
"Zaragoza",48916,"Valid","""Iron, IVA-an""",162000,"Found",null,41.65,-0.86667,"""(41.650000, -0.866670)"""
"Zerhamra",30403,"Valid","""Iron, IIIAB-an""",630000,"Found",1967,29.85861,-2.645,"""(29.858610, -2.645000)"""
"Zhaoping",54609,"Valid","""Iron, IAB complex""",2000000,"Found",1983,24.23333,111.18333,"""(24.233330, 111.183330)"""
"Zhigansk",30405,"Valid","""Iron, IIIAB""",900000,"Found",1966,68,128.3,"""(68.000000, 128.300000)"""
"Zhongxiang",30406,"Valid","Iron",100000,"Found",1981,31.2,112.5,"""(31.200000, 112.500000)"""